applicantId,gender,age,nationality,decision,ind-university_grade,ind-debateclub,ind-programming_exp,ind-international_exp,ind-entrepeneur_exp,ind-languages,ind-exact_study,company,ind-degree_bachelor,ind-degree_master,ind-degree_phd,score_A,score_B,score_C,score_D,score,disc_gender,disc_age,disc_nationality
60,female,29,German,0,57,0,0,0,0,0,0,A,1,0,0,1.3837084624622318,0.7150719896617698,1.1128025599586338,1.3989716364185685,1.1526386621253009,0,1,1
62,male,29,Dutch,1,63,1,0,0,1,3,0,A,0,1,0,3.8726435397299634,4.642656921799896,3.334636712794802,2.9456612982091532,3.6988996181334537,1,1,0
63,male,32,Dutch,1,68,0,0,0,0,1,1,A,0,1,0,2.8917384064611245,2.1425201153574482,2.224820679596848,3.72274175943657,2.7454552402129977,1,1,0
68,female,24,Dutch,0,57,0,0,0,0,1,1,A,1,0,0,1.293334145493395,1.4283370340079053,1.1121760911356062,1.8251926255534434,1.4147599740475876,0,0,0
70,male,29,Dutch,1,57,1,0,0,0,2,0,A,0,1,0,3.0504590949595873,3.5713274720813564,3.3325778295536916,2.0527334267185164,3.001774455828288,1,1,0
77,male,28,Dutch,0,57,0,1,0,0,1,1,A,1,0,0,0.6084228570932578,1.4276306772729086,1.1108816588296584,1.6489622636510572,1.1989743642117205,1,1,0
81,male,28,Dutch,1,62,0,0,0,0,2,0,A,1,0,0,3.386263988887371,2.856929121715002,2.2243733556117435,2.8624062680159725,2.832493183557522,1,1,0
84,male,23,Dutch,0,56,0,0,0,0,1,0,A,1,0,0,1.9786107363264978,1.785616763976634,1.6676496309736468,1.545016763749585,1.744223473756591,1,0,0
88,male,30,Dutch,1,58,1,0,0,1,2,0,A,0,1,0,2.5330980616641083,3.571339758648127,2.7791461563858126,1.897877463098187,2.695365359949059,1,1,0
90,female,26,Belgian,0,74,0,1,1,0,1,1,A,0,0,1,3.311455625701155,1.4276961488900937,3.3327388988239712,4.325600783682472,3.0993728642744234,0,1,1
91,male,32,Dutch,1,60,0,0,0,0,1,0,A,1,0,0,2.3662118251167756,1.7856908057427878,1.6698859656397003,2.3124163056678513,2.0335512255417787,1,1,0
92,male,22,Dutch,0,67,0,1,0,0,1,1,A,0,1,0,2.2604039249593795,1.7853024205572372,2.2212107212944407,3.235764306253517,2.3756703432661435,1,0,0
93,male,25,Dutch,0,63,0,0,0,0,1,1,A,0,1,0,2.3746055480099635,2.1424011385929282,2.2227892237701705,2.8516155535789367,2.397852865988,1,1,0
96,female,21,Dutch,1,70,0,1,0,0,1,1,A,0,1,0,2.670869823397722,1.4288402540245324,2.2218505533649546,3.775356259515533,2.5242292225756855,0,0,0
97,female,28,Dutch,0,71,0,1,0,0,2,1,A,0,1,0,3.4922882232635173,2.4999776769188635,2.7781606252041673,4.408233438850299,3.2946649910592116,0,1,0
103,male,27,Dutch,0,69,0,1,0,0,1,1,A,0,1,0,2.4503654696790385,1.7853363326556293,2.2224187665465225,3.629831515044214,2.521988020981351,1,1,0
104,other,27,Dutch,1,57,1,0,0,1,2,0,A,0,0,1,3.0817286613956076,3.5703613879377665,3.8877026474586205,1.4831155243223835,3.0057270552785944,0,1,0
106,female,27,Dutch,0,64,0,1,0,0,0,1,A,0,1,0,1.1787585777033895,0.3574595030834938,1.6671041435520728,2.6860503874030734,1.4723431529355073,0,1,0
113,female,22,Dutch,0,58,0,0,0,0,0,0,A,1,0,0,1.5139122392205937,0.35797365156498673,1.1132376826777235,1.5968756672578581,1.1454998101802905,0,0,0
115,female,29,Dutch,0,56,0,0,0,0,1,0,A,1,0,0,1.9928033267382514,1.42901357460867,1.6690838555094785,1.7941636008238482,1.721266089420062,0,1,0
116,male,24,Dutch,1,59,1,0,0,1,3,0,A,1,0,0,2.990175089591235,4.285248571257838,2.2232581330955155,2.001954114891976,2.875158977209141,1,0,0
117,female,26,Dutch,0,53,0,0,1,0,0,0,A,1,0,0,0.9655770382044544,0.35768428589415363,2.222979568290488,1.0167919545867259,1.1407582117439554,0,1,0
119,male,30,Dutch,1,57,0,0,0,0,2,0,A,0,1,0,3.264184499898112,3.214063625355755,3.3338209710409705,2.4371410871076793,3.0623025458506294,1,1,0
121,male,27,Dutch,1,55,1,0,0,1,2,0,A,0,1,0,2.213604747488246,3.5712609114510396,2.7781429898761454,1.4000835903493902,2.490773059791205,1,1,0
126,male,21,Dutch,0,69,0,1,0,0,1,1,A,0,1,0,2.4964334657847944,1.785373638009505,2.2213402312754607,3.5054222611075883,2.502142399044337,1,0,0
130,male,29,Dutch,0,65,0,1,0,0,1,0,A,0,1,0,2.8303413366456924,1.7859340261167767,2.778323364447088,3.1010086175986036,2.62390183620204,1,1,0
131,male,30,Dutch,1,56,1,0,0,1,2,0,A,1,0,0,1.8405911564156066,3.2139653202551126,1.6689756221082894,1.3482374885623414,2.0179423968353376,1,1,0
133,male,26,Belgian,0,58,1,0,0,1,3,0,A,1,0,0,2.884046041171748,4.285173275332784,1.6672986721365137,1.9707827630091768,2.7018251879125557,1,1,1
137,female,29,Dutch,1,57,0,0,0,0,1,0,A,1,0,0,2.106979097543706,1.4290460745890823,1.6692384884917641,1.9393600160754239,1.7861559191749943,0,1,0
139,male,26,Dutch,0,60,0,0,0,0,0,1,A,0,1,0,1.2634116115550178,1.0711489753552286,1.6676079332530314,2.0942245489851707,1.5240982672871122,1,1,0
145,male,25,Dutch,0,68,0,1,1,0,1,1,A,0,1,0,2.404801347871077,1.7852142721249247,3.331700648478004,3.5061242094521248,2.7569601194815325,1,1,0
152,female,21,Dutch,0,67,0,1,0,0,0,1,A,0,1,0,1.567353886293736,0.3575943082480803,1.6664895071066668,2.9972303792445896,1.6471670202232682,0,0,0
155,male,28,Dutch,0,65,0,1,0,0,1,1,A,1,0,0,1.5218290234686682,1.4278906768103472,1.1121187222273787,2.810533585673029,1.718093002044856,1,1,0
156,female,27,Dutch,1,65,0,1,0,0,1,1,A,1,0,0,1.5897676094565336,1.0713310104123837,1.1122946557388798,2.914536293185001,1.6719823921981996,0,1,0
158,male,31,Dutch,0,67,0,0,0,0,1,1,A,0,1,0,2.7852406348701755,2.142493833052579,2.2244862908491734,3.5568104685499637,2.6772578068304727,1,1,0
160,female,27,Dutch,0,66,0,1,0,0,0,1,A,1,0,0,0.9429547556255361,0.00021506448842083673,0.5575521409734099,2.7171960739297263,1.0544795087542733,0,1,0
162,male,30,Dutch,1,58,0,0,1,0,1,0,A,0,1,0,2.670627296294462,2.1428456837086682,3.888874483253332,2.3027597288240993,2.7512767980201405,1,1,0
163,female,26,German,0,67,0,1,1,0,0,1,A,0,1,0,1.619937529474775,0.7146355856999793,2.77564553228363,2.9660118733210448,2.0190576301948573,0,1,1
164,male,32,Belgian,0,58,0,0,1,0,0,0,A,0,1,0,1.9176853941633742,1.0716544418596516,2.7781725074440193,2.0742481576813425,1.9604401252870969,1,1,1
166,female,30,Dutch,0,65,0,0,0,0,0,1,A,0,1,0,1.8638390547983035,0.7147207208264312,1.66945581086651,3.0278837110332018,1.8189748243811117,0,1,0
168,female,26,Dutch,1,65,0,0,0,0,1,1,A,1,0,0,2.19138431309866,1.4285845984835568,1.113772666451949,3.028233698878258,1.9404938192281058,0,1,0
169,male,25,Dutch,1,55,0,0,0,0,1,0,A,0,1,0,2.313234330473774,2.142881267384158,2.777715778101734,1.700537243814814,2.23359215494362,1,1,0
170,male,31,Dutch,1,62,0,0,1,0,1,0,A,0,0,1,3.265266724720612,2.1418588054761925,4.445412118168336,2.6345505773570905,3.1217720564305576,1,1,0
173,female,21,Dutch,0,61,0,0,0,0,1,0,A,1,0,0,2.625106175573199,1.4292258148260641,1.668418973158502,2.3542666718375753,2.019254408848835,0,0,0
175,female,26,Dutch,1,60,0,0,0,0,1,0,A,1,0,0,2.4725404079617777,1.4291622270747828,1.6691631197909702,2.3127446348688627,1.9709025974240983,0,1,0
176,male,22,Belgian,1,71,1,1,0,0,2,1,A,0,1,0,3.280094949735449,3.2138081344735125,2.219498674942026,3.867969129064423,3.1453427220538526,1,0,1
178,male,29,Dutch,1,69,0,0,1,0,1,1,A,0,0,1,3.2278181701362083,2.1413586118559524,3.8899714191661463,3.598962720571478,3.2145277304324464,1,1,0
180,female,21,Dutch,1,59,0,0,0,0,1,0,A,1,0,0,2.3967546340305166,1.4291608149558286,1.6681097073030118,2.06387384134379,1.8894747494082869,0,0,0
181,male,22,Dutch,0,62,0,0,0,0,2,0,A,1,0,0,3.432331984941957,2.85696642701433,2.2232948202194804,2.7379970141261762,2.812647561575486,1,0,0
182,male,24,German,0,71,1,1,0,0,2,1,A,1,0,0,2.8148988556242354,3.213690982753734,1.6646224772819362,3.3797846791420483,2.7682492487004886,1,0,1
183,male,25,Belgian,1,63,0,1,0,0,2,0,A,1,0,0,2.952937774491253,2.4997025429545756,1.6661666144028995,2.8835210869970758,2.500582004711451,1,1,1
184,male,27,Belgian,0,55,0,0,1,0,0,0,A,0,1,0,1.6135480784165233,1.0715880297623401,2.7768098292338923,1.534984533653118,1.7492326177664683,1,1,1
188,male,25,Dutch,1,61,0,0,0,0,1,0,A,1,0,0,2.534133591378945,1.7857668285178676,1.6687823072704118,2.3124685913290386,2.0752878296240658,1,1,0
189,female,25,Dutch,0,67,0,1,0,0,0,1,A,0,1,0,1.5366418888046154,0.3575694380533988,1.667208530628788,3.0801698818549577,1.66039743483544,0,1,0
190,female,25,Dutch,1,70,0,1,1,0,1,1,A,0,1,0,2.6934134761700625,1.4287133880151646,3.3323656037921863,3.9212546230694985,2.8439367727617277,0,1,0
192,male,25,Dutch,0,60,1,0,0,1,2,0,A,1,0,0,2.335684236494562,3.214126407821975,1.668695374398438,1.8253487713045131,2.260963697504872,1,1,0
193,male,27,Dutch,0,68,1,1,0,0,2,1,A,1,0,0,2.4116195556000157,2.856400469289997,1.666236626962027,3.204251805526712,2.534627114344688,1,1,0
194,male,26,Dutch,0,51,1,0,0,1,3,0,A,1,0,0,2.0614129246503596,4.284976136649845,2.2223805814346154,0.8818525442009448,2.362655546733941,1,1,0
196,female,26,Dutch,1,60,0,0,0,0,1,0,A,1,0,0,2.4725404079617777,1.4291622270747828,1.6691631197909702,2.3127446348688627,1.9709025974240983,0,1,0
197,male,24,Dutch,1,70,0,1,0,0,1,1,A,0,1,0,2.5875752384009174,1.7853874852983682,2.2220341317720758,3.7128233033532334,2.5769550397061485,1,0,0
200,female,28,Dutch,0,64,0,0,0,0,1,1,A,0,1,0,2.5260079072971062,1.7858491018832885,2.223838813664877,3.183754178952853,2.429862500449531,0,1,0
202,female,30,Dutch,0,53,0,0,0,0,2,0,A,0,1,0,2.8677420035008234,2.857367741562233,3.3335581286432405,1.9810930092343304,2.7599402207351567,0,1,0
205,male,24,Dutch,0,66,1,1,0,1,2,1,A,1,0,0,1.582443207309067,2.8563401262797012,1.1116220315796927,2.530867093536604,2.0203181146762663,1,0,0
208,male,27,Belgian,0,63,1,0,0,1,3,0,A,1,0,0,3.447246895779835,4.2853295575368975,1.6682515926921297,2.7174997149020865,3.029581940227737,1,1,1
209,male,25,German,0,70,0,1,0,0,1,1,A,0,1,0,2.61761522879256,2.1425556286359284,2.2206751066430086,3.5357064338335764,2.6291380994762683,1,1,1
211,female,24,Dutch,1,58,0,0,0,0,1,0,A,1,0,0,2.2595448650698438,1.4291096623130897,1.668494342041098,1.9808820530535025,1.8345077306193835,0,0,0
212,female,28,Dutch,1,60,1,0,0,1,2,0,A,0,1,0,2.837066188699126,3.2148513096634685,2.779451599660171,2.271538125422084,2.775726805861212,0,1,0
213,male,24,Dutch,1,65,1,0,0,1,3,0,A,1,0,0,3.675229714475133,4.285443570968874,2.224185930855908,2.8731326063873817,3.2644979556718243,1,0,0
214,male,23,Dutch,0,66,0,1,0,0,1,1,A,1,0,0,1.6743947909948058,1.4279542645587064,1.1113745758009528,2.8520556226464246,1.7664448135002226,1,0,0
216,female,21,Dutch,0,57,0,0,0,0,2,0,A,1,0,0,2.929391717124286,2.5002442608847684,2.222697588916514,2.116017645352172,2.442087803069435,0,0,0
220,male,29,Dutch,1,63,1,0,0,1,2,0,A,1,0,0,2.6474995513876918,3.2141990374263156,1.669878296746215,2.3438775196742916,2.4688636013086285,1,1,0
226,other,25,Dutch,0,69,0,1,1,0,0,1,A,0,1,0,2.2521465219176946,0.7142444632668118,3.330469178158446,3.371152781775035,2.4170032362794966,0,1,0
228,male,24,Dutch,1,67,1,0,0,0,2,0,A,0,1,0,4.230606799803043,3.571683559288148,3.3332253793981903,3.4010232009935577,3.634134734870735,1,0,0
232,female,22,Dutch,0,66,0,1,0,0,1,1,A,1,0,0,1.7423333769826714,1.0713945981295727,1.1115505092397329,2.956058330144348,1.7203342036240814,0,0,0
233,male,26,Dutch,1,64,1,0,0,1,2,0,A,0,1,0,3.2488646838836166,3.571559628507089,2.77935493024836,2.686116451955126,3.071473923648548,1,1,0
234,male,26,Dutch,1,61,1,0,0,1,3,0,A,1,0,0,3.203170632483169,4.2853011361003785,2.2239269108453876,2.3338166967401173,3.011553844042263,1,1,0
237,female,23,Dutch,0,66,0,0,0,0,1,1,A,1,0,0,2.3285940819058224,1.428635751075644,1.1133880317744635,3.111225487173228,1.9954608379822896,0,0,0
239,male,29,Dutch,0,59,0,0,1,0,0,0,A,1,0,0,1.5673370780744909,0.7144265169092217,2.2240909442762,1.8254374899151486,1.5828230072937652,1,1,0
240,male,29,Dutch,0,49,0,0,0,0,2,0,A,1,0,0,1.8943009691678416,2.856500404891207,2.2225428833225065,0.9955877454460804,1.992233000706909,1,1,0
241,male,22,Dutch,0,65,0,1,0,0,1,1,A,1,0,0,1.567897019574424,1.4279279821486377,1.1110401868835962,2.686124331745769,1.6982473800881068,1,0,0
242,female,23,Dutch,0,61,0,1,1,0,0,1,A,0,1,0,0.9201989130546638,0.35728487777258855,2.7757172479639647,2.2304805000003065,1.5709203846978808,0,0,0
244,male,27,Dutch,0,51,1,0,0,0,2,0,A,0,1,0,2.380760469067572,3.5711449075606847,3.3312905199595177,1.1400851839015365,2.6058202701223276,1,1,0
248,female,26,Dutch,1,61,1,0,1,1,3,0,A,0,1,0,3.780842233343206,4.285942694859645,4.4439398953767,2.7807602848306305,3.8228712771025455,0,1,0
249,female,32,Dutch,0,56,0,0,0,0,1,0,A,1,0,0,1.9697693286683169,1.428994921996021,1.6696231233146912,1.8563682277898197,1.7311889004422123,0,1,0
252,female,25,Dutch,0,62,0,0,0,1,1,1,A,1,0,0,1.2326761952491678,1.4284793203307327,0.559362949812029,2.2511223229394166,1.3679101970828365,0,1,0
253,male,30,Dutch,0,58,0,0,0,0,0,0,A,1,0,0,1.3922276576907295,0.7144897950932789,1.114320040445076,1.6380170893269088,1.2147636456389983,1,1,0
254,female,28,Dutch,1,56,0,0,1,0,1,0,A,0,1,0,2.5178923402611715,1.7862272349494461,3.8885613949379114,2.0956347301557425,2.572078925076068,0,1,0
257,female,25,Dutch,1,61,0,0,0,0,1,0,A,1,0,0,2.594394178169362,1.4292009446002125,1.6691379967169837,2.4372061744666755,2.0324848234883084,0,1,0
259,female,27,Dutch,0,69,0,1,1,0,1,1,A,0,1,0,2.563881706782086,1.42866845292621,3.332570482558841,3.8175279591535465,2.785662150355171,0,1,0
262,male,28,Dutch,1,59,1,0,0,1,2,0,A,0,1,0,2.662629831205595,3.5713846936747413,2.778941277546437,2.001604127042237,2.7536399823672526,1,1,0
266,male,25,Dutch,1,55,0,0,0,0,2,0,A,0,1,0,3.0742229551443394,3.2140297132817146,3.33261292587373,2.0430738783450795,2.9159848681612157,1,1,0
267,male,22,Dutch,0,65,0,0,0,0,0,1,A,1,0,0,1.4008470990585715,0.7140269067879516,0.557800806074864,2.478019978595304,1.287673697629173,1,0,0
272,male,30,Dutch,1,57,1,0,0,1,3,0,A,0,1,0,3.179910915665673,4.642455704549686,3.3338886709816005,2.0952176823253637,3.312868243380581,1,1,0
273,male,30,Dutch,1,59,1,0,0,1,3,0,A,1,0,0,2.9441070935366493,4.285211265974095,2.2243366684998986,2.126363368837968,2.8950045992121525,1,1,0
276,male,27,Dutch,1,59,0,0,0,0,1,0,A,1,0,0,2.290426051151401,1.7856893935702598,1.6688325533820245,2.0635455121240467,1.952123377556933,1,1,0
278,female,30,Dutch,1,56,1,0,0,1,3,0,A,0,1,0,3.125995731599465,4.285857320574667,3.3340897273610457,2.074758850225474,3.205175407440163,0,1,0
280,female,30,Belgian,1,59,0,0,0,0,2,0,A,0,1,0,3.5761993493190976,2.857532380367037,2.778321586302252,2.9248268128144015,3.034220032200697,0,1,1
281,female,21,Dutch,0,70,0,0,0,0,0,1,A,0,1,0,2.50381990298421,0.7149391785625431,1.6686111723138197,3.567251906393166,2.113655540063435,0,0,0
282,female,27,Dutch,0,63,1,0,0,1,2,0,A,1,0,0,2.7231161367265164,2.8576455885792145,1.6698744743468854,2.42714535149972,2.419445387788084,0,1,0
283,male,25,German,1,63,0,0,1,0,1,0,A,0,1,0,3.3176141366656227,2.50021363215508,3.887210087473748,2.727215681653793,3.1080633844870604,1,1,1
285,female,22,Dutch,0,65,0,1,1,0,0,1,A,0,1,0,1.3845799956274416,0.3574210951009365,2.776156023885316,2.7905312853668955,1.8271720999951473,0,0,0
286,male,25,Belgian,0,54,0,0,0,0,1,0,A,1,0,0,1.7583059170162727,1.7855089680565572,1.111535536995999,1.368648996624576,1.5059998546733513,1,1,1
288,male,27,Dutch,1,75,1,1,0,0,2,1,A,0,1,0,3.675005314807564,3.213937407383439,2.777180326017657,4.479873856301705,3.5364992261275914,1,1,0
289,male,22,Dutch,1,66,0,1,0,0,1,1,A,0,1,0,2.146228154068641,1.785269920605073,2.2210560882636745,3.090567891001941,2.3107805134848323,1,0,0
290,male,26,Dutch,1,64,0,0,0,0,2,1,A,1,0,0,2.7779365802245244,2.8562664283641377,1.6681594917708469,3.100836334977164,2.600799708834168,1,1,0
294,male,30,Dutch,0,51,1,0,0,1,2,0,A,0,1,0,1.7338676662988333,3.5711122590199933,2.7780637259340177,0.8815025563512057,2.2411365519010125,1,1,0
295,male,22,Dutch,1,64,0,0,0,0,1,0,A,1,0,0,2.899694901797017,1.785882981058116,1.6687069385574975,2.6858532100990624,2.2600345078779234,1,0,0
296,female,27,Dutch,1,64,0,0,0,1,2,1,A,0,1,0,2.6708157267221675,2.856989769444576,2.224790143477167,3.1847686832568574,2.734341080725192,0,1,0
298,male,30,Belgian,0,58,0,0,0,0,2,0,A,1,0,0,2.937607628017407,2.856756325916897,1.6679499957664852,2.395645670397178,2.4644899050244917,1,1,1
301,female,26,German,0,63,0,1,0,0,1,1,A,0,1,0,1.870967420576778,1.78575602754707,2.2201281214637754,2.6648039858405315,2.135413888857039,0,1,1
303,male,24,Belgian,1,65,1,0,1,0,2,0,A,0,1,0,4.078913629575594,3.571486202770049,3.8865478003827905,3.2461445434671563,3.695773044048898,1,0,1
304,male,26,Dutch,1,57,1,0,0,1,2,0,A,1,0,0,1.985478924693125,3.214022690425336,1.668411231471493,1.4104944012269636,2.0696018119542297,1,1,0
305,female,28,German,1,72,0,1,0,0,2,1,A,0,1,0,3.644181983538666,2.8571845377438647,2.776776477073834,4.355578108947187,3.408430276825888,0,1,1
308,female,22,Dutch,0,57,0,0,0,0,0,0,A,1,0,0,1.3997364683298554,0.35794115164691515,1.1130830496105968,1.4516792520156483,1.0806099804007538,0,0,0
309,male,22,Dutch,0,63,0,1,0,0,1,1,A,1,0,0,1.3395454780317413,1.4278629822706095,1.110730921040226,2.3957315012473006,1.5684677206474693,1,0,0
310,male,30,Belgian,0,54,0,0,0,0,2,0,A,1,0,0,2.4809045448979283,2.856626326095578,1.6673314640070245,1.8148600093815088,2.20493058609551,1,1,1
311,male,22,Dutch,0,65,0,1,0,0,0,1,A,0,1,0,1.2710637585755644,0.7140889748225635,1.666004307679075,2.6028348412201,1.5634979705743257,1,0,0
314,male,25,Dutch,0,61,0,0,0,0,1,1,A,1,0,0,1.682098642556781,1.7850267001804325,1.1126186894320467,2.301975579061823,1.7204299028077708,1,1,0
315,female,27,Dutch,1,59,0,0,0,0,1,1,A,1,0,0,1.4986516890514263,1.4283833812801028,1.113024624687228,2.1777900830178836,1.5544624445091602,0,1,0
316,female,24,Dutch,0,60,0,0,0,1,1,0,A,1,0,0,1.8640376019990057,1.429160666376068,1.1150375461385962,1.9504876290263027,1.5896808608849933,0,0,0
319,female,21,Dutch,0,66,0,0,0,0,1,1,A,0,1,0,2.808105444381787,1.7859576246455988,2.2228897883263548,3.3290028798937135,2.5364889343118637,0,0,0
320,female,25,Dutch,0,70,0,1,0,0,1,1,A,1,0,0,2.1760024621686687,1.0715059452759021,1.1127083085135232,3.599048618111939,1.9898163335175083,0,1,0
323,female,27,German,1,66,0,0,1,1,2,0,A,0,1,0,3.8421758570057927,3.2148672629237183,3.8895202731210756,3.3507616418301827,3.5743312587201923,0,1,1
324,female,28,Dutch,0,64,0,0,0,0,0,1,A,0,1,0,1.7650192826265405,0.7147006560061875,1.6689416660383227,2.8412175444460024,1.7474697872792633,0,1,0
327,male,27,German,0,65,0,1,0,0,1,1,A,1,0,0,1.5672250124598888,1.7850712553460644,1.1104001854463321,2.5919469648552127,1.7636608545268746,1,1,1
330,female,28,Dutch,1,64,1,0,0,0,2,1,A,1,0,0,2.6014377639382547,2.856945738424039,1.6678113070384273,2.9033708846916095,2.5073914235230825,0,1,0
331,male,24,German,0,57,0,0,0,0,2,0,A,1,0,0,2.883815121853026,3.2139658531756035,2.2213423864534194,1.8556329440024033,2.543689076371113,1,0,1
332,female,26,Dutch,1,63,1,0,1,1,2,0,A,0,1,0,3.2482051501812097,3.2148592488683647,3.889352013569276,2.7286164808456634,3.2702582233661284,0,1,0
333,female,31,Belgian,0,68,0,1,1,0,1,1,A,0,0,1,2.5880110040624604,1.427470061377992,3.3327098807752935,3.558096670427783,2.7265719041608825,0,1,1
335,female,22,Dutch,0,69,1,1,0,0,2,1,A,1,0,0,2.6244459097801167,2.4998981729882273,1.6658481699094523,3.370511425647111,2.540175919581227,0,0,0
